MaSV,TenSV,GPA,ChuyenCan,DiemGiuaKy,SoMonTruot,SoTinChi,LichSuCanhBao,NoHocPhi,NguyCo
SV20357,Trần Ngọc Cường,2.52,43,6.3,1,21,0,0,Thap
SV20358,Lê Quang Nam,0.0,0,0.0,5,15,0,0,Cao
SV20359,Đặng Anh Trang,0.0,33,0.0,6,18,1,1,Trung Binh
SV20360,Đặng Văn An,0.0,0,0.0,6,18,0,0,Cao
SV20361,Đặng Ngọc Trang,2.33,39,5.8,0,18,0,0,Thap
SV20362,Vũ Đức Nam,2.53,72,6.3,3,18,1,1,Cao
SV20363,Nguyễn Anh Dũng,2.07,67,5.2,2,15,0,0,Trung Binh
SV20364,Nguyễn Đức Trang,2.7,55,6.8,3,33,0,0,Thap
SV20365,Lê Văn Bình,2.8,38,7.0,2,21,0,0,Trung Binh
SV20366,Đặng Đức Hương,3.23,72,8.1,0,18,0,0,Thap
SV20367,Trần Quang Linh,2.81,33,7.0,1,21,0,0,Thap
SV20368,Bùi Văn Cường,2.2,53,5.5,4,15,0,0,Trung Binh
SV20369,Trần Văn Giang,2.77,38,6.9,0,21,0,0,Thap
SV20370,Vũ Đức Trang,2.68,33,6.7,1,24,0,0,Cao
SV20371,Bùi Thị Linh,2.71,33,6.8,0,33,0,0,Thap
SV20372,Lê Anh Hương,2.25,73,5.6,1,15,0,0,Trung Binh
SV20373,Hoàng Văn An,2.77,33,6.9,0,18,0,0,Thap
SV20374,Hoàng Ngọc Giang,2.4,53,6.0,0,15,0,0,Thap
SV20375,Vũ Ngọc Khánh,0.0,0,0.0,6,18,0,0,Cao
SV20376,Bùi Đức Linh,2.38,42,6.0,1,33,1,1,Trung Binh
SV20377,Đặng Văn Khánh,0.0,33,0.0,5,15,0,0,Cao
SV20378,Lê Minh Linh,3.03,33,7.6,0,21,0,0,Thap
SV20379,Hoàng Đức Linh,2.46,33,6.1,0,21,0,0,Trung Binh
SV20380,Đặng Ngọc Bình,2.53,89,6.3,1,18,0,0,Trung Binh
SV20381,Phạm Đức Dũng,2.55,62,6.4,2,21,0,0,Cao
SV20382,Đặng Ngọc Hương,2.65,38,6.6,1,21,0,0,Trung Binh
SV20383,Nguyễn Ngọc Linh,2.07,72,5.2,3,18,0,0,Trung Binh
SV20384,Vũ Minh Nam,2.69,39,6.7,0,18,0,0,Thap
SV20385,Trần Quang Linh,2.51,58,6.3,2,33,0,0,Thap
SV20386,Trần Minh Giang,2.3,44,5.8,0,18,0,0,Thap
SV20387,Vũ Thị Hương,2.73,33,6.8,0,18,0,0,Thap
SV20388,Phạm Minh Dũng,2.25,38,5.6,3,42,0,0,Thap
SV20389,Nguyễn Đức An,2.63,56,6.6,1,18,0,0,Trung Binh
SV20390,Phạm Quang An,2.93,33,7.3,0,18,0,0,Thap
SV20391,Trần Ngọc Hương,2.55,61,6.4,2,18,0,0,Trung Binh
SV20392,Hoàng Ngọc Dũng,2.24,52,5.6,2,21,0,0,Trung Binh
SV20393,Hoàng Minh Cường,2.6,44,6.5,1,18,1,1,Cao
SV20394,Nguyễn Ngọc Bình,2.1,53,5.2,3,15,0,0,Cao
SV20395,Bùi Thị Giang,2.97,39,7.4,0,18,0,0,Thap
SV20396,Đặng Thị Bình,2.57,46,6.4,1,24,0,0,Thap
SV20397,Hoàng Thảo Bình,2.35,36,5.9,0,33,0,0,Thap
SV20398,Phạm Văn Giang,2.63,61,6.6,0,18,0,0,Thap
SV20399,Nguyễn Văn Nam,2.36,33,5.9,1,18,1,1,Cao
SV20400,Lê Quang Linh,2.13,67,5.3,2,15,0,0,Cao
SV20401,Vũ Quang Cường,2.32,50,5.8,1,18,0,0,Trung Binh
SV20402,Vũ Quang An,2.07,72,5.2,3,18,0,0,Trung Binh
SV20403,Hoàng Ngọc Bình,2.45,61,6.1,2,18,0,0,Trung Binh
SV20404,Vũ Anh Linh,2.4,33,6.0,0,18,0,0,Trung Binh
SV20405,Lê Văn Bình,2.95,33,7.4,1,24,0,0,Thap
SV20406,Phạm Minh Cường,0.0,85,0.0,0,0,0,0,Thap
SV20407,Nguyễn Thảo Hương,2.72,36,6.8,0,39,0,0,Thap
SV20408,Phạm Thảo Linh,3.16,33,7.9,0,15,0,0,Thap
SV20409,Lê Văn Giang,2.93,33,7.3,0,18,0,0,Thap
SV20410,Vũ Đức Cường,0.0,33,0.0,5,15,0,0,Cao
SV20411,Hoàng Anh Giang,2.93,33,7.3,1,24,0,0,Thap
SV20412,Lê Minh Trang,2.48,33,6.2,1,24,0,0,Thap
SV20413,Vũ Đức Nam,2.32,38,5.8,0,21,0,0,Thap
SV20414,Hoàng Thị Nam,2.8,33,7.0,0,15,0,0,Thap
SV20415,Trần Thảo Linh,2.47,50,6.2,0,18,0,0,Thap
SV20416,Đặng Thảo Cường,2.8,33,7.0,0,15,0,0,Thap
SV20417,Hoàng Ngọc An,3.05,72,7.6,0,18,0,0,Thap
SV20418,Đặng Quang An,2.32,50,5.8,1,18,0,0,Cao
SV20419,Nguyễn Văn An,2.32,33,5.8,1,21,0,0,Thap
SV20420,Đặng Quang Bình,0.0,0,0.0,7,21,0,0,Cao
SV20421,Vũ Anh Linh,2.58,33,6.5,0,21,0,0,Thap
SV20422,Bùi Minh Khánh,2.83,43,7.1,0,21,0,0,Thap
SV20423,Lê Ngọc Hương,0.0,0,0.0,6,18,0,0,Cao
SV20424,Lê Quang Cường,2.65,33,6.6,0,24,0,0,Thap
SV20425,Bùi Thị Dũng,2.76,33,6.9,0,21,0,0,Thap
SV20426,Đặng Quang An,2.78,33,7.0,1,21,0,0,Thap
SV20427,Phạm Ngọc Khánh,2.7,44,6.8,0,18,0,0,Thap
SV20428,Lê Đức Hương,2.27,53,5.7,2,15,0,0,Trung Binh
SV20429,Nguyễn Văn Giang,0.0,53,0.0,5,15,0,0,Cao
SV20430,Lê Quang An,2.3,56,5.8,1,18,0,0,Thap
SV20431,Vũ Đức Hương,2.42,33,6.0,1,24,0,0,Thap
SV20432,Trần Thị Giang,2.37,44,5.9,0,18,0,0,Thap
SV20433,Lê Thị An,2.68,40,6.7,0,15,0,0,Thap
SV20434,Vũ Ngọc Dũng,0.0,33,0.0,7,21,0,0,Cao
SV20435,Hoàng Thảo Dũng,2.84,39,7.1,1,18,0,0,Thap
SV20436,Bùi Quang Linh,2.76,33,6.9,1,24,0,0,Thap
SV20437,Hoàng Anh Dũng,2.25,56,5.6,2,18,0,0,Trung Binh
SV20438,Phạm Anh Bình,2.9,33,7.2,0,18,0,0,Thap
SV20439,Lê Quang Cường,0.0,0,0.0,6,18,0,0,Cao
SV20440,Lê Đức Dũng,2.26,33,5.6,1,21,0,0,Thap
SV20441,Trần Minh Giang,0.0,33,0.0,2,6,0,0,Trung Binh
SV20442,Phạm Minh Trang,2.4,73,6.0,4,15,1,1,Trung Binh
SV20443,Bùi Ngọc Hương,2.46,38,6.2,1,24,0,0,Thap
SV20444,Bùi Quang Trang,2.54,33,6.3,1,24,0,0,Thap
SV20445,Vũ Minh Trang,2.2,33,5.5,1,15,0,0,Thap
SV20446,Hoàng Thảo Bình,2.6,33,6.5,0,18,0,0,Thap
SV20447,Nguyễn Văn Linh,2.88,38,7.2,0,21,0,0,Thap
SV20448,Phạm Minh Dũng,2.59,38,6.5,0,21,0,0,Cao
SV20449,Bùi Đức Giang,2.67,33,6.7,0,18,0,0,Thap
SV20450,Bùi Anh Linh,2.56,44,6.4,1,18,0,0,Trung Binh
SV20451,Đặng Thị An,2.88,33,7.2,1,24,0,0,Thap
SV20452,Phạm Quang Trang,2.68,33,6.7,1,24,0,0,Thap
SV20453,Nguyễn Ngọc Cường,2.83,38,7.1,0,21,0,0,Thap
SV20454,Hoàng Ngọc Linh,2.34,73,5.9,0,15,0,0,Thap
SV20455,Nguyễn Ngọc Khánh,2.36,33,5.9,0,15,0,0,Trung Binh
SV20456,Nguyễn Ngọc Giang,2.23,50,5.6,0,18,0,0,Thap
SV20457,Hoàng Thị Dũng,0.0,39,0.0,6,18,0,0,Cao
SV20458,Vũ Quang Nam,2.72,50,6.8,1,18,0,0,Cao
SV20459,Nguyễn Quang Hương,2.77,39,6.9,0,36,0,0,Thap
SV20460,Đặng Minh Linh,2.5,39,6.2,0,18,0,0,Thap
SV20461,Đặng Anh Nam,3.28,33,8.2,0,15,0,0,Thap
SV20462,Hoàng Văn Trang,2.76,33,6.9,0,33,0,0,Thap
SV20463,Phạm Văn Giang,2.12,44,5.3,1,18,0,0,Thap
SV20464,Trần Văn Cường,2.04,53,5.1,0,15,1,1,Thap
SV20465,Đặng Đức Nam,2.12,61,5.3,1,18,0,0,Trung Binh
SV20466,Trần Minh Hương,2.29,33,5.7,1,30,0,0,Cao
SV20467,Trần Quang Bình,2.87,50,7.2,1,18,0,0,Trung Binh
SV20468,Lê Thị An,2.6,38,6.5,0,48,0,0,Thap
SV20469,Bùi Minh Cường,2.66,38,6.7,0,24,0,0,Thap
SV20470,Vũ Thảo Nam,2.11,56,5.3,1,18,0,0,Thap
SV20471,Đặng Đức Hương,2.7,33,6.7,1,24,0,0,Thap
SV20472,Hoàng Thảo An,2.47,33,6.2,0,18,0,0,Thap
SV20473,Nguyễn Anh Hương,2.38,61,5.9,0,18,0,0,Cao
SV20474,Trần Đức Bình,2.79,33,7.0,1,21,0,0,Thap
SV20475,Hoàng Văn Khánh,0.0,67,0.0,5,15,0,0,Cao
SV20476,Nguyễn Đức Nam,2.3,53,5.8,1,15,0,0,Thap
SV20477,Nguyễn Đức Hương,2.5,33,6.2,0,6,0,0,Cao
SV20478,Vũ Đức Linh,0.0,0,0.0,7,21,0,0,Cao
SV20479,Nguyễn Quang An,2.4,48,6.0,1,21,0,0,Thap
SV20480,Bùi Anh Khánh,2.64,44,6.6,1,18,0,0,Trung Binh
SV20481,Lê Minh Linh,2.32,48,5.8,1,21,0,0,Thap
SV20482,Lê Ngọc An,2.86,33,7.2,1,24,0,0,Thap
SV20483,Hoàng Anh Linh,0.0,0,0.0,7,21,0,0,Cao
SV20484,Lê Thị An,2.53,50,6.3,0,18,0,0,Trung Binh
SV20485,Vũ Minh Bình,2.55,43,6.4,1,21,0,0,Thap
SV20486,Trần Ngọc An,2.53,39,6.3,0,18,0,0,Thap
SV20487,Trần Ngọc Hương,2.3,39,5.8,0,18,0,0,Cao
SV20488,Lê Quang Dũng,2.28,72,5.7,1,18,0,0,Cao
SV20489,Nguyễn Thảo Khánh,2.94,38,7.4,0,21,0,0,Thap
SV20490,Đặng Minh Trang,2.36,43,5.9,1,21,0,0,Thap
SV20491,Trần Minh Bình,2.6,44,6.5,0,18,0,0,Thap
SV20492,Phạm Văn Khánh,2.97,39,7.4,0,18,0,0,Thap
SV20493,Đặng Đức Bình,2.52,33,6.3,1,21,0,0,Thap
SV20494,Đặng Anh Linh,2.67,50,6.7,1,18,1,1,Trung Binh
SV20495,Nguyễn Văn Khánh,2.13,48,5.3,1,21,0,0,Trung Binh
SV20496,Lê Thảo Khánh,2.3,40,5.8,3,15,1,1,Cao
SV20497,Lê Quang Linh,2.0,43,5.0,6,21,0,0,Cao
SV20498,Vũ Văn Giang,2.36,56,5.9,1,18,0,0,Thap
SV20499,Lê Minh An,2.36,39,5.9,1,18,0,0,Thap
SV20500,Phạm Quang Linh,2.55,33,6.4,0,24,0,0,Thap
SV20501,Trần Minh Linh,2.27,87,5.7,2,15,0,0,Trung Binh
SV20502,Vũ Thảo Linh,2.53,33,6.3,0,18,0,0,Thap
SV20503,Vũ Minh Dũng,2.44,56,6.1,1,18,0,0,Trung Binh
SV20504,Phạm Anh Hương,2.4,60,6.0,4,15,0,0,Cao
SV20505,Hoàng Ngọc Khánh,2.34,50,5.9,1,24,0,0,Thap
SV20506,Bùi Thị Khánh,2.8,57,7.0,3,21,0,0,Trung Binh
SV20507,Trần Quang An,2.95,43,7.4,0,21,0,0,Trung Binh
SV20508,Đặng Anh Cường,2.53,33,6.3,0,18,0,0,Thap
SV20509,Bùi Anh Cường,2.6,80,6.5,1,15,0,0,Cao
SV20510,Phạm Anh Bình,0.0,40,0.0,5,15,0,0,Cao
SV20511,Trần Văn Giang,2.15,44,5.4,2,18,0,0,Trung Binh
SV20512,Phạm Minh Trang,0.0,33,0.0,5,15,0,0,Cao
SV20513,Đặng Thị Cường,2.5,40,6.2,1,15,0,0,Thap
SV20514,Đặng Quang Dũng,0.0,33,0.0,4,12,0,0,Cao
SV20515,Hoàng Anh Hương,0.0,33,0.0,5,15,1,1,Cao
SV20516,Bùi Ngọc Nam,0.0,0,0.0,6,18,1,1,Cao
SV20517,Trần Anh Cường,2.5,39,6.2,0,18,0,0,Thap
SV20518,Phạm Thị Hương,2.56,56,6.4,1,18,0,0,Cao
SV20519,Phạm Thảo An,2.0,61,5.0,5,18,0,0,Cao
SV20520,Trần Ngọc Linh,2.25,61,5.6,2,18,0,0,Cao
SV20521,Lê Ngọc Khánh,2.52,33,6.3,1,24,0,0,Thap
SV20522,Bùi Thảo An,2.4,93,6.0,3,15,0,0,Thap
SV20523,Trần Minh An,2.6,50,6.5,1,18,0,0,Thap
SV20524,Vũ Văn Linh,2.4,60,6.0,1,15,0,0,Thap
SV20525,Trần Anh Nam,2.4,38,6.0,3,21,0,0,Cao
SV20526,Đặng Văn Hương,2.4,80,6.0,4,15,0,0,Cao
SV20527,Vũ Minh Dũng,2.4,60,6.0,4,15,0,0,Trung Binh
SV20528,Trần Thị Bình,0.0,85,0.0,0,0,0,0,Thap
SV20529,Đặng Anh Hương,0.0,33,0.0,5,15,1,1,Cao
SV20530,Trần Thảo Giang,2.72,61,6.8,1,18,1,1,Cao
SV20531,Trần Đức Nam,2.33,80,5.8,2,15,0,0,Trung Binh
SV20532,Vũ Thị An,0.0,0,0.0,6,18,0,0,Cao
SV20533,Hoàng Văn Hương,2.34,33,5.8,1,24,0,0,Thap
SV20534,Trần Đức Khánh,0.0,61,0.0,6,18,1,1,Cao
SV20535,Hoàng Thị Hương,0.0,85,0.0,0,0,0,0,Thap
SV20536,Hoàng Minh Nam,2.3,67,5.8,1,15,0,0,Thap
SV20537,Đặng Ngọc Linh,2.8,67,7.0,4,15,0,0,Cao
SV20538,Trần Đức Nam,2.2,39,5.5,1,18,0,0,Thap
SV20539,Hoàng Quang Trang,2.57,39,6.4,0,18,0,0,Thap
SV20540,Hoàng Văn Trang,2.5,50,6.2,2,18,0,0,Cao
SV20541,Hoàng Đức Trang,2.91,33,7.3,0,21,0,0,Thap
SV20542,Vũ Thảo Bình,2.0,53,5.0,0,15,0,0,Trung Binh
SV20543,Phạm Ngọc An,2.6,44,6.5,0,18,0,0,Thap
SV20544,Lê Anh Dũng,3.19,33,8.0,0,21,0,0,Thap
SV20545,Lê Thị Giang,2.64,40,6.6,0,15,0,0,Trung Binh
SV20546,Lê Thảo Dũng,2.04,60,5.1,1,15,0,0,Trung Binh
SV20547,Nguyễn Minh Khánh,2.84,40,7.1,0,15,0,0,Trung Binh
SV20548,Bùi Minh Hương,2.52,44,6.3,0,18,1,1,Trung Binh
SV20549,Trần Quang Linh,2.7,46,6.7,2,24,0,0,Trung Binh
SV20550,Vũ Ngọc Giang,2.65,53,6.6,0,15,0,0,Thap
SV20551,Bùi Văn Trang,2.4,80,6.0,2,15,0,0,Cao
SV20552,Phạm Quang Dũng,2.6,56,6.5,2,18,1,1,Cao
SV20553,Lê Minh Dũng,2.36,36,5.9,2,33,1,1,Cao
SV20554,Lê Văn Bình,2.2,67,5.5,3,15,0,0,Cao
SV20555,Nguyễn Thị Bình,0.0,93,0.0,5,15,0,0,Cao
SV20556,Hoàng Văn Nam,2.49,38,6.2,0,42,0,0,Cao
SV20557,Bùi Văn An,2.2,53,5.5,2,15,0,0,Trung Binh
SV20558,Nguyễn Anh Linh,0.0,85,0.0,0,0,0,0,Thap
SV20559,Trần Văn Khánh,2.3,67,5.8,3,18,1,1,Trung Binh
SV20560,Lê Minh Bình,2.5,33,6.3,0,24,0,0,Thap
SV20561,Hoàng Đức Cường,2.42,50,6.0,1,36,0,0,Thap
SV20562,Vũ Ngọc Bình,2.2,93,5.5,3,15,0,0,Trung Binh
SV20563,Phạm Minh Giang,2.0,87,5.0,4,15,0,0,Cao
SV20564,Phạm Minh An,2.7,33,6.8,0,18,0,0,Thap
SV20565,Hoàng Văn Trang,2.83,33,7.1,0,18,0,0,Thap
SV20566,Nguyễn Quang An,2.8,39,7.0,0,18,0,0,Thap
SV20567,Đặng Đức Linh,0.0,44,0.0,3,9,0,0,Cao
SV20568,Lê Thảo Giang,2.33,60,5.8,2,15,0,0,Cao
SV20569,Nguyễn Quang Giang,2.92,47,7.3,0,15,0,0,Thap
SV20570,Vũ Thảo Hương,2.6,56,6.5,1,18,0,0,Thap
SV20571,Bùi Văn Bình,2.43,39,6.1,0,18,0,0,Thap
SV20572,Nguyễn Đức Trang,0.0,60,0.0,5,15,0,0,Cao
SV20573,Nguyễn Anh Trang,2.1,67,5.2,2,15,0,0,Cao
SV20574,Đặng Thảo Trang,2.48,93,6.2,2,15,0,0,Trung Binh
SV20575,Bùi Quang An,0.0,85,0.0,0,0,0,0,Thap
SV20576,Đặng Thị Giang,0.0,80,0.0,5,15,0,0,Cao
SV20577,Vũ Thị Khánh,2.77,33,6.9,1,24,0,0,Thap
SV20578,Vũ Quang Giang,2.12,47,5.3,0,15,0,0,Trung Binh
SV20579,Đặng Văn Cường,2.3,39,5.8,0,18,0,0,Thap
SV20580,Bùi Thảo Bình,2.7,33,6.8,2,18,0,0,Thap
SV20581,Lê Quang Bình,0.0,67,0.0,6,18,0,0,Cao
SV20582,Đặng Ngọc Dũng,2.51,38,6.3,0,21,0,0,Thap
SV20583,Đặng Minh Bình,2.97,33,7.4,0,18,0,0,Trung Binh
SV20584,Lê Thị Khánh,2.4,67,6.0,1,15,0,0,Thap
SV20585,Nguyễn Ngọc Linh,2.36,44,5.9,1,18,0,0,Thap
SV20586,Lê Đức Bình,3.0,33,7.5,0,15,0,0,Thap
SV20587,Lê Anh Linh,2.4,47,6.0,2,15,0,0,Thap
SV20588,Trần Quang Khánh,2.57,33,6.4,0,18,0,0,Thap
SV20589,Phạm Quang Linh,2.33,67,5.8,0,18,0,0,Thap
SV20590,Nguyễn Đức Hương,2.43,43,6.1,0,21,0,0,Thap
SV20591,Nguyễn Anh Bình,2.77,33,6.9,0,18,0,0,Thap
SV20592,Nguyễn Thảo Trang,2.49,57,6.2,3,21,0,0,Trung Binh
SV20593,Phạm Ngọc Bình,2.42,50,6.1,0,18,0,0,Thap
SV20594,Đặng Minh Trang,2.68,44,6.7,1,18,0,0,Trung Binh
SV20595,Trần Ngọc Khánh,2.67,44,6.7,0,18,1,1,Trung Binh
SV20596,Hoàng Anh Bình,2.29,33,5.7,4,45,0,0,Cao
SV20597,Bùi Thảo Cường,2.4,56,6.0,2,18,0,0,Cao
SV20598,Lê Quang Dũng,2.53,38,6.3,1,21,1,1,Cao
SV20599,Hoàng Ngọc An,2.53,39,6.3,0,18,0,0,Thap
SV20600,Hoàng Ngọc Giang,2.38,41,5.9,0,54,0,0,Thap
SV20601,Phạm Văn Linh,0.0,0,0.0,6,18,0,0,Cao
SV20602,Phạm Quang Nam,2.6,33,6.5,2,18,1,1,Cao
SV20603,Trần Ngọc Nam,3.38,33,8.4,0,21,0,0,Thap
SV20604,Đặng Quang Dũng,2.5,33,6.2,0,18,0,0,Thap
SV20605,Hoàng Văn An,2.61,43,6.5,0,21,0,0,Thap
SV20606,Lê Anh Linh,0.0,85,0.0,0,0,0,0,Cao
SV20607,Vũ Thị Dũng,0.0,47,0.0,5,15,1,1,Cao
SV20608,Trần Ngọc Giang,2.47,33,6.2,1,24,0,0,Thap
SV20609,Nguyễn Thảo An,0.0,0,0.0,6,18,0,0,Cao
SV20610,Hoàng Ngọc Nam,2.4,38,6.0,2,21,0,0,Trung Binh
SV20611,Đặng Văn Nam,2.77,33,6.9,0,21,1,1,Thap
SV20612,Bùi Đức Trang,2.6,50,6.5,1,18,0,0,Thap
SV20613,Hoàng Anh Giang,2.57,33,6.4,0,18,0,0,Thap
SV20614,Lê Đức Hương,2.2,73,5.5,1,15,0,0,Trung Binh
SV20615,Đặng Thảo Linh,2.47,33,6.2,1,24,0,0,Thap
SV20616,Lê Ngọc Bình,2.77,33,6.9,1,24,0,0,Thap
SV20617,Nguyễn Quang Dũng,2.47,33,6.2,0,18,0,0,Thap
SV20618,Phạm Minh Linh,2.57,38,6.4,0,21,0,0,Thap
SV20619,Phạm Anh Hương,2.47,43,6.2,1,21,0,0,Thap
SV20620,Hoàng Minh Trang,2.53,56,6.3,1,18,0,0,Trung Binh
SV20621,Lê Thị Nam,2.77,33,6.9,0,18,0,0,Thap
SV20622,Trần Văn An,2.15,100,5.4,3,15,0,0,Cao
SV20623,Trần Minh Linh,2.65,61,6.6,2,18,0,0,Cao
SV20624,Vũ Anh Giang,2.75,33,6.9,0,24,0,0,Thap
SV20625,Vũ Quang Khánh,2.67,33,6.7,0,18,0,0,Cao
SV20626,Nguyễn Văn Cường,2.4,44,6.0,1,18,0,0,Cao
SV20627,Phạm Thị An,2.18,37,5.4,0,27,0,0,Thap
SV20628,Hoàng Minh Trang,2.6,38,6.5,0,21,0,0,Thap
SV20629,Lê Thị Bình,2.6,33,6.5,0,18,0,0,Thap
SV20630,Vũ Văn Linh,2.36,56,5.9,1,18,0,0,Thap
SV20631,Lê Thảo Cường,2.41,33,6.0,1,24,0,0,Thap
SV20632,Vũ Anh Linh,2.44,50,6.1,1,18,0,0,Trung Binh
SV20633,Hoàng Quang Nam,2.57,38,6.4,0,21,0,0,Thap
SV20634,Nguyễn Đức Giang,2.2,62,5.5,0,21,1,1,Thap
SV20635,Trần Minh Nam,2.7,39,6.8,0,18,0,0,Thap
SV20636,Bùi Minh Nam,2.42,44,6.1,0,18,0,0,Thap
SV20637,Lê Văn Bình,2.53,50,6.3,1,24,0,0,Thap
SV20638,Phạm Thị Nam,2.13,60,5.3,2,15,0,0,Trung Binh
SV20639,Đặng Thảo Nam,2.24,61,5.6,1,18,0,0,Thap
SV20640,Hoàng Minh Bình,2.53,33,6.3,0,18,0,0,Cao
SV20641,Bùi Đức Hương,2.7,39,6.8,2,18,1,1,Cao
SV20642,Bùi Minh Giang,2.33,60,5.8,2,15,0,0,Trung Binh
SV20643,Bùi Thị Bình,2.1,53,5.2,3,15,0,0,Trung Binh
SV20644,Vũ Anh Giang,2.85,33,7.1,0,24,0,0,Trung Binh
SV20645,Hoàng Văn Bình,0.0,0,0.0,6,18,1,1,Cao
SV20646,Bùi Anh Cường,2.1,53,5.2,3,15,0,0,Trung Binh
SV20647,Trần Minh Linh,2.24,61,5.6,1,18,0,0,Trung Binh
SV20648,Bùi Thị Linh,2.4,33,6.0,0,15,0,0,Thap
SV20649,Lê Anh An,2.45,43,6.1,0,21,0,0,Thap
SV20650,Vũ Thảo Cường,2.3,40,5.8,1,15,0,0,Thap
SV20651,Bùi Thảo An,3.08,44,7.7,0,18,0,0,Thap
SV20652,Lê Minh Nam,2.73,53,6.8,3,36,0,0,Trung Binh
SV20653,Hoàng Minh Nam,2.52,46,6.3,1,24,0,0,Thap
SV20654,Hoàng Thị Dũng,2.44,39,6.1,1,18,0,0,Thap
SV20655,Đặng Minh Hương,2.35,72,5.9,2,18,0,0,Thap
SV20656,Phạm Quang Giang,2.28,50,5.7,1,18,1,1,Trung Binh
SV20657,Lê Anh Trang,2.12,56,5.3,1,18,1,1,Trung Binh
SV20658,Nguyễn Minh Khánh,2.18,33,5.5,3,48,0,0,Thap
SV20659,Trần Thị Giang,2.48,33,6.2,1,18,0,0,Thap
SV20660,Vũ Quang Bình,0.0,33,0.0,6,18,0,0,Cao
SV20661,Phạm Thị Khánh,3.17,33,7.9,0,18,0,0,Thap
SV20662,Trần Thảo An,2.36,57,5.9,2,21,0,0,Trung Binh
SV20663,Nguyễn Văn Linh,2.51,39,6.3,0,18,0,0,Thap
SV20664,Đặng Thị Linh,2.4,47,6.0,2,15,0,0,Thap
SV20665,Hoàng Minh Hương,2.67,38,6.7,0,21,0,0,Thap
SV20666,Lê Ngọc Khánh,3.08,40,7.7,0,15,0,0,Thap
SV20667,Trần Văn Bình,2.44,50,6.1,1,18,1,1,Cao
SV20668,Đặng Đức Giang,2.56,33,6.4,0,33,0,0,Thap
SV20669,Hoàng Ngọc Dũng,0.0,0,0.0,7,21,0,0,Cao
SV20670,Phạm Thảo Dũng,2.68,41,6.7,0,51,0,0,Thap
SV20671,Trần Đức An,2.85,44,7.1,0,18,0,0,Thap
SV20672,Phạm Ngọc An,2.69,58,6.7,2,33,0,0,Cao
SV20673,Trần Ngọc An,2.46,38,6.1,0,21,0,0,Thap
SV20674,Vũ Thị Linh,2.33,39,5.8,0,18,0,0,Thap
SV20675,Lê Thị Bình,2.43,44,6.1,0,18,0,0,Thap
SV20676,Vũ Thảo Dũng,2.0,61,5.0,4,18,0,0,Cao
SV20677,Lê Minh Dũng,2.8,33,7.0,0,18,0,0,Thap
SV20678,Hoàng Đức Khánh,2.37,50,5.9,1,18,0,0,Trung Binh
SV20679,Hoàng Minh An,3.0,39,7.5,5,18,1,1,Cao
SV20680,Vũ Quang Cường,0.0,85,0.0,0,0,0,0,Thap
SV20681,Lê Thị Khánh,2.17,39,5.4,0,18,0,0,Thap
SV20682,Trần Thị Bình,2.63,39,6.6,0,18,1,1,Thap
SV20683,Hoàng Đức An,2.88,53,7.2,0,15,1,1,Cao
SV20684,Lê Anh Nam,0.0,0,0.0,6,18,0,0,Cao
SV20685,Đặng Quang Khánh,2.4,47,6.0,5,36,0,0,Thap
SV20686,Hoàng Anh Dũng,2.44,43,6.1,1,30,0,0,Thap
SV20687,Bùi Thị Dũng,2.47,33,6.2,0,9,0,0,Cao
SV20688,Vũ Minh Cường,2.37,38,5.9,0,21,0,0,Thap
SV20689,Nguyễn Ngọc Linh,2.36,33,5.9,0,15,0,0,Thap
SV20690,Phạm Anh Giang,0.0,33,0.0,5,15,1,1,Cao
SV20691,Đặng Thảo Giang,0.0,0,0.0,6,18,0,0,Cao
SV20692,Lê Đức Hương,2.54,33,6.3,0,57,0,0,Thap
SV20693,Lê Văn Giang,2.51,44,6.3,0,18,0,0,Trung Binh
SV20694,Lê Minh An,2.25,86,5.6,4,21,1,1,Cao
SV20695,Trần Đức Hương,2.8,87,7.0,1,15,0,0,Thap
SV20696,Đặng Thị Cường,2.67,100,6.7,1,15,1,1,Cao
SV20697,Bùi Văn Nam,2.73,39,6.8,0,18,0,0,Thap
SV20698,Bùi Đức Bình,2.0,67,5.0,3,18,0,0,Trung Binh
SV20699,Đặng Đức Linh,2.52,67,6.3,1,18,0,0,Thap
SV20700,Phạm Ngọc Nam,3.47,67,8.7,2,15,0,0,Cao
SV20701,Nguyễn Anh Giang,2.64,56,6.6,1,18,0,0,Trung Binh
SV20702,Bùi Quang Bình,2.8,60,7.0,2,15,0,0,Cao
SV20703,Phạm Quang Cường,2.78,33,6.9,0,12,0,0,Cao
SV20704,Hoàng Thảo Giang,0.0,33,0.0,5,15,0,0,Cao
SV20705,Bùi Đức Trang,2.62,33,6.6,0,27,0,0,Thap
SV20706,Lê Đức Nam,2.6,53,6.5,0,15,0,0,Cao
SV20707,Vũ Ngọc Khánh,2.5,33,6.2,0,30,0,0,Thap
SV20708,Nguyễn Ngọc Dũng,2.82,33,7.1,0,54,0,0,Thap
SV20709,Phạm Văn Hương,2.95,33,7.4,0,33,0,0,Thap
SV20710,Bùi Văn Hương,0.0,33,0.0,6,18,1,1,Cao
SV20711,Vũ Anh Giang,0.0,33,0.0,5,15,0,0,Cao
SV20712,Trần Thảo Linh,0.0,33,0.0,5,15,1,1,Cao
SV20713,Lê Thảo An,2.7,47,6.8,1,15,0,0,Thap
